Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,Link
CHNR,"China Natural Resources, Inc.",1.5,$37.37M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/chnr,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQYyinhp36bsVW4EliLFOqS57OaxegCPbt0Junsy7gjM07zHTWRL3rBFQ
CREG,China Recycling Energy Corporation,0.309,$25.67M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/creg,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRbu-EIeHIvk_inUArTeHD7jbqz0Mm1n44xp_UiSnJO4rpEtwcn98q2jQ
CNTF,China TechFaith Wireless Communication Technology Limited,4.13,$43.72M,2005,Others,n/a,http://www.nasdaq.com/symbol/cntf,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR1Fr55eHwcw82ahHKmUBSxlV2Bfv6cqDSCQD-pXZnnxKohaYX3R-CIB0E
CXDC,China XD Plastics Company Limited,3.36,$166M,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/cxdc,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT0jB7I-Vxn2MTtyh0ERpcDtiJLBhX5wxFfmIJGsD22XHZzBsnmUv99gcM
CNYD,"China Yida Holding, Co.",3.05,$11.94M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cnyd,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSkezAG4h6EaDEH2AXTkV2jBgt8EIdjHEQbYomBDhoFCHYRT-LPIKMuemD9
CCIH,ChinaCache International Holdings Ltd.,8.47,$228.02M,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/ccih,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTqzQR55-ByjS__i0pLMXvbzyjcv9VLsbOyCIu60K1hvtvDCdhC2aK8mm2M
CNET,"ChinaNet Online Holdings, Inc.",0.7,$21.25M,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/cnet,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRtCukcMlcR5svfSJy-S5CWCHyNtwWig896rb1ncBv-ATc8uZGDjNK2xug
IMOS,ChipMOS TECHNOLOGIES (Bermuda) LTD.,17.78,$485.22M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/imos,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT5vBt6WWChfbHwP6AB_jIdaSJXJegnbUh17TZimM6mT6VYe2rhHHrMUQ
CDXC,ChromaDex Corporation,1.32,n/a,n/a,Others,n/a,http://www.nasdaq.com/symbol/cdxc,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR_Yoq8lPr5MpTTPBW6AjCFxjgCFCPnJZ1masOC3uknylZhG0TGn8ihaQ
CHSCL,CHS Inc,27.79,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscl,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSgJf1zgrUh7QtDlOAx6Kt8cTUztCI7A7E7rY81Dvr6LoVb74YihzYmew
CHSCM,CHS Inc,26.78,$508.82M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscm,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSgJf1zgrUh7QtDlOAx6Kt8cTUztCI7A7E7rY81Dvr6LoVb74YihzYmew
CHSCN,CHS Inc,27.69,$465.19M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscn,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSgJf1zgrUh7QtDlOAx6Kt8cTUztCI7A7E7rY81Dvr6LoVb74YihzYmew
CHSCO,CHS Inc,28.35,$320.9M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chsco,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSgJf1zgrUh7QtDlOAx6Kt8cTUztCI7A7E7rY81Dvr6LoVb74YihzYmew
CHSCP,CHS Inc,31.49,$227.74M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscp,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSgJf1zgrUh7QtDlOAx6Kt8cTUztCI7A7E7rY81Dvr6LoVb74YihzYmew
CHDN,"Churchill Downs, Incorporated",144.53,$2.4B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/chdn,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcS6k9LQzXxiH-EiuVX5SZyfIcpd6t1yvZSBKlXUAmq_n6f75T-nWfTCg_8U
CHUY,"Chuy&#39;s Holdings, Inc.",30.45,$503.64M,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/chuy,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTTUzyOYM21R80-rjxYPsF1MLKo71wQsp4fo-BGkAcMO5LyyV_chxt54A
CDTX,"Cidara Therapeutics, Inc.",14.08,$194.62M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cdtx,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRDCgM0urPUn_S9ENf4NDPNJVJPgVGiSF9WEIW5KMKruIBNL38Kw7tuPQ
CIFC,CIFC LLC,7.17,$182.22M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cifc,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRX_o5QYESLcGE17Nm9nzlxlMqbb7QQWmZE4ViCJa-CDZVu4Lh_J3xiFJjd
CMCT,CIM Commercial Trust Corporation,18.51,$1.81B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cmct,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVuTR0jL69CRZg17xwsRlqPV5Jnrzs8Nb9v7h-YODAEWSilSDQlQnPG9A
CMPR,Cimpress N.V,94.38,$2.96B,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/cmpr,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTJfRbsTsglgpNl7c8qSfMTgjNrjRdM9FonLk8hBrgN-QFLsS-Bq-CGAp8
CINF,Cincinnati Financial Corporation,64.59,$10.61B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cinf,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcStMXKZnUQrsQ9Xz3584oIIVou5JAhKIUjKDCtbe5Ems9w-17AyiySRIMem
CIDM,Cinedigm Corp,0.2001,$15.7M,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/cidm,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRF4jBSnSe8NgklWMOENqAKz8071X2m351K5gLtpTvMh7YY72t1MFqiRQ
CTAS,Cintas Corporation,89.7,$9.6B,1983,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ctas,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRAXDkrDn0iKBPGFSi691O1UEisS4O5N0QDwFVmCWgI6bk8_1RrN2KP06Zr
CPHR,Cipher Pharmaceuticals Inc.,5.8201,$151.73M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cphr,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSyzuoHxrROoH9QaMz7xT3hr1Qz8auehbn-HZ6C-36hIzKWGluyPoSaGZ4
CRUS,"Cirrus Logic, Inc.",34.2,$2.16B,1989,Technology,Semiconductors,http://www.nasdaq.com/symbol/crus,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRLiDfiPEHb6t2IZP9Nq5mh452iW_l6Iu5JwxObyIY-OtN5I45c_RcMDw
CSCO,"Cisco Systems, Inc.",28.15,$141.65B,1990,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/csco,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR5q5WUoP-6xFK5RRxmbybvZKNdfLqwgtK34tSz4448qG9l3GlHGXMIwyM
CTRN,"Citi Trends, Inc.",18.37,$273.85M,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ctrn,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRN13FX7oiPK8Ob1-WM14bHj3ds7OeNGveD6113lop5IPo3CbDkAMFJ1A
CZNC,Citizens & Northern Corp,20.21,$245.57M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cznc,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ5lGtUHd2JiWT7hQ985cAUFZuNZT9HcekM6n5M1e42Nv7KRg3ufAWseQ
CZWI,"Citizens Community Bancorp, Inc.",9.05,$47.31M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/czwi,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSJEcHFsyt6zF51wLRpnm3T3FHxE9bLqyYlf4ds7dpojbgwslgg4JFb8w
CZFC,Citizens First Corporation,14.0336,$28.04M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/czfc,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTJMQwGmGqfAi_8C7mDwlg0kfCOk0_YsWCyLgMiOwV8XfyMAXcCZjjE5Q
CIZN,Citizens Holding Company,21.2446,$103.57M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cizn,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQMzMQdxirP80bCgYgef0ZGhuKdLOtQGIxlIYZSQcbxZd_vPyd2krZNb_k
CTXS,"Citrix Systems, Inc.",82.9,$12.76B,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ctxs,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTI--YXpY5yhbr8UGKbj1s4tBwj66CFKRNMzso8O7Gy-Ow5xuvVjWbdZc0
CHCO,City Holding Company,48.85,$731.84M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chco,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRoa9FgdRERhlUOWekPdKsxivX3et7NN_DCZ0e7Y0xDkQQ27IIW9409YaOf
CIVB,"Civista Bancshares, Inc. ",10.9,$85.52M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/civb,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTJMQwGmGqfAi_8C7mDwlg0kfCOk0_YsWCyLgMiOwV8XfyMAXcCZjjE5Q
CIVBP,"Civista Bancshares, Inc. ",35.99,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/civbp,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTJMQwGmGqfAi_8C7mDwlg0kfCOk0_YsWCyLgMiOwV8XfyMAXcCZjjE5Q
CDTI,"Clean Diesel Technologies, Inc.",0.64,$11.82M,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/cdti,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbD3i0CERl4_M-Y1zkMRkse-KUAxa4-2naU9wYyhgzg5yAUw8ZPX9jp5Io
CLNE,Clean Energy Fuels Corp.,2.95,$287.21M,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/clne,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS3-bMq0N8zJOGDJW_l9W2JGG8FX-q39eDMca3vCKf8y3w4XGAg1E61PP_D
CLNT,"Cleantech Solutions International, Inc.",1.22,$5.37M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clnt,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQDh3Mfeglg8kEZZRzgvXCsNvlH6WpjIA_rBrVLNc2UO4BVhPuB5igY3R8
CLFD,"Clearfield, Inc.",16.46,$225.58M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/clfd,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTh-hapgEvEnxZBLMpCSUrv1tPMJBYbzUTdBHRmtQCwGtNMWiM_2MHM_A
CLRO,"ClearOne, Inc.",10.32,$94.79M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/clro,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyPU3egeU6exsqEoy_4T4SSGUzsCgS0lvRb9jIwcdmLYEi8ixzmBEIyQ
CLIR,ClearSign Combustion Corporation,4.21,$54.18M,2012,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clir,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTbv43wiwu7ZA0lJPktB8PeFzBOL7vqrxCkEae85QBw8C3VMDDU4TGrIhc
CBLI,"Cleveland BioLabs, Inc.",2.37,$26.04M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/cbli,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS8CV_9wIOuzhLVAhwsSaYqJuYAljERTnf1USZzlxJeyLyxZLyxFXo9hA
CSBK,Clifton Bancorp Inc.,15.01,$372.83M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlHvdFpD6Pn6JYb8lOzOosQP81YokNWCIkM6UbE-6fI90fZm03f8PeMA
CLVS,"Clovis Oncology, Inc.",14.99,$575.01M,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clvs,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT2i73NAvc19-qgwEYr7Qdnw3YtG_dP0Gf2GXkmMEsckeIKq6H4_agIWjU
CMFN,CM Finance Inc,9.17,$125.43M,2014,Others,n/a,http://www.nasdaq.com/symbol/cmfn,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUNFNTxxkBpGGjIqJ-8EFuYAP56EQVytb5BInjw9Ym9jDBX7DdlPDQew
CME,CME Group Inc.,94.2,$31.88B,2002,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cme,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQn310J-jZ3iVGuB5xpzDKQCiqBcbT9XA09WM5b0dyNonT_VO78QEZI87VD
CCNE,CNB Financial Corporation,18.02,$260.54M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccne,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQhVbIBJZrO-e9-VmYkEojf5or4bxyfFk9ogpKVIkSWNtpkpwahamvB0kk
CISG,CNinsure Inc.,7.02,$403.85M,2007,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/cisg,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnQB70Xi_t12uX56zy8PJuPDvVdlpXd6vESh_cLpaImaDoD_7qFxOMf84
CNV,Cnova N.V.,3.24,$1.43B,2014,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/cnv,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWLTSjhFlz_FrPYyy8qvEW3EnW53RfQQsW42ymV4Q55fGKMOOYvR6q2zk
CWAY,"Coastway Bancorp, Inc.",12.45,$59.75M,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cway,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSN-MShDAiBBcGWOFloeAaI5ZvmaHwJMjGUsGo3vwU2wl8xIBO-3PdayM4
COBZ,CoBiz Financial Inc.,12.39,$509.46M,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cobz,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdruVbV4qIxY4n8OKRc44V508NYw2SGN3aG1ZAd9aqJEbALHsXkAAMphA
COKE,Coca-Cola Bottling Co. Consolidated,160.92,$1.5B,1972,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/coke,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQaF-8Pz6UrwKD6g8I5uQOUtrWsENkDiG4_MB44KvvWMNx9nBsvi1kwxtWj
CDRB,Code Rebel Corporation,2.5,$34.7M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cdrb,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6AGDu5r2URowtcErDLqKW-TDEyDI_C6Ebl4sScttM8H4vvyw6zdU0VJU
CDXS,"Codexis, Inc.",3.47,$140.44M,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cdxs,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSGBFfqcsKnmg7ss_3G13vy51fdP0VAnvVkcpWhixRuChaeZx_iXuatqA
CVLY,"Codorus Valley Bancorp, Inc",20.61,$164.13M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cvly,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRmMIsj6yZpKiRzb1VfGk82KF-YY6qiVNwuqvlRumriFSqqhc3iMZu6LMc
JVA,"Coffee Holding Co., Inc.",4.17,$25.7M,2005,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/jva,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5LBeyinquPmYW529uYsrpo3vU0sW4cGYFYEPxVuN8bbl1KEZqgPh5aF8
CCOI,"Cogent Communications Holdings, Inc.",38.74,$1.75B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ccoi,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSpzb2ebDdqHOVN3WsCn5tuDLxq5Ie2xtk7rg7L7SK0PmNqZhPB7Sa8sps
CGNT,"Cogentix Medical, Inc.",1.01,$26.24M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cgnt,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTRhJpx7J50EJaUs-3yEUy5J7pmsuS2ReGrvz7Vj_MAlLdSLPtDn_zDX_Y
CGNX,Cognex Corporation,37.59,$3.19B,1989,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cgnx,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTi9tvjyJwP2MVbA_yxIYz_yJXUkmEqzTCNi6qOJR6ht81E7O7EK1Hui0A
CTSH,Cognizant Technology Solutions Corporation,60.44,$36.82B,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTOZyT1UauKwjUMEJn3nh4fkBXpBntar8956bydYmG0VL-WscJ_NoYQbiV-hg
COHR,"Coherent, Inc.",94.83,$2.29B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cohr,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRxMoJTLD9iSv5QjLoaHBncjhWh1rpj0JZDyWtzTKwhBYfvrKspF3vd54_4
CHRS,"Coherus BioSciences, Inc.",21.74,$850.11M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/chrs,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcROs9jIH7PiGzKr_nYrvjiltKP315EcR7hMxAHfukIHsh9lvb1AcJDmFlA
COHU,"Cohu, Inc.",11.55,$303.18M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cohu,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRJKGUQ9JEGqdkybE2RuG90qU7nReO9l51Sx1OgX8zs1jVGLoY4RE4m4Q
CLCT,"Collectors Universe, Inc.",18.04,$160.52M,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/clct,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTAYgTeE5Q3QS2VsjAabHttJP4Sc2kNnpLFMpuIzCWMQp8nVTN3a5dlUTg
COLL,"Collegium Pharmaceutical, Inc.",18.83,$442.64M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/coll,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR8GqiJkAl9gDI94u7IzcqLsp9QB1LPOveDnlLLbFKtM19GjXRzIQJQqvw
CIGI,Colliers International Group Inc. ,37.9,$1.41B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cigi,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRtskNIBJDvBdTx3GwI4-jCiD4VerACHDPatnBlE09cPEOW2vJnvFONNmk
CBAN,"Colony Bankcorp, Inc.",9.44,$79.67M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cban,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRiQve9NVQ5w4k12MW2ECVzLDTPblD3C6Ec5opmr9NpXqxn8hFV8zimjA
CLCD,"CoLucid Pharmaceuticals, Inc.",6.73,$102.8M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clcd,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcShi0NbWkeyXTwyOpzzZ7vvyewHahzCYlC1wnOR_gVMnjpx-EwW2QbghTc
COLB,"Columbia Banking System, Inc.",31.67,$1.83B,1992,Finance,Major Banks,http://www.nasdaq.com/symbol/colb,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRyThqJ2-XQS1z54RhMDyWHe-URxasxEObHkT3tHTUpX5hRmVDQ42vn_Rg
COLM,Columbia Sportswear Company,61.48,$4.26B,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/colm,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTtzbquP3L5IKvGD0QBMfB7579q9MOgHV2cyYTPcCWQn40cljT1kQxxwnE
CMCO,Columbus McKinnon Corporation,17.05,$342.83M,1996,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cmco,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRQJD_AHeCb8PLAAVFAQgJ_0TkMTWW--r3hvOiXeLi9Nivyr9VFJG4G8Q
CBMX,CombiMatrix Corporation,3.27,$2.78M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cbmx,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSc9K6Yj309Tv3heQNzqcY8OEnEqcY5iERUH2jVDF_UkbRqs6Tc0BEbQei8
CBMXW,CombiMatrix Corporation,1.335,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cbmxw,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSc9K6Yj309Tv3heQNzqcY8OEnEqcY5iERUH2jVDF_UkbRqs6Tc0BEbQei8
CMCSA,Comcast Corporation,61.1,$148.19B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cmcsa,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQKw0Uu8I9QM6x5TSyUhz-CakNm81inpO1pJhqiytNk0RkAn7EO0SeaI6k
CBSH,"Commerce Bancshares, Inc.",47.19,$4.57B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbsh,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0uylRl4erZba55ssRbE-Ti87vzQaIvfOZsoRKu6jrqa7JiGgjjiztikc
CBSHP,"Commerce Bancshares, Inc.",27.0206,$2.48B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbshp,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0uylRl4erZba55ssRbE-Ti87vzQaIvfOZsoRKu6jrqa7JiGgjjiztikc
CUBN,"Commerce Union Bancshares, Inc.",15.72,$118.65M,n/a,Others,n/a,http://www.nasdaq.com/symbol/cubn,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRFw4zoPTl_oQvOxqCO24VGjpPooFbGwe6IsrsZU9RBe5s4pB9SFrUhSA
CVGI,"Commercial Vehicle Group, Inc.",2.69,$82.28M,2004,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cvgi,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjpshPN2Xp4sIL89VSEJTws4ZUp5uigvxNF0nOT3-UYGbREG1FP0-pHNs
COMM,"CommScope Holding Company, Inc.",26.76,$5.12B,2013,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/comm,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSOwdwgVI_WsIktn87hh2Sfy36Jp5BkTDPEgRsHaEN6VlicZEsPhy575Q
CSAL,"Communications Sales & Leasing,Inc.",23.95,$3.6B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/csal,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQxdXbsiKBgChvSDopn7dWE_VxBCyiFUTZohzDDv3ugYpYPESQ1Mo24mtA
JCS,"Communications Systems, Inc.",6.13,$53.7M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcs,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT_ZgyeIihFdJlyy-QlaYNfOBqQxrAiQhdL1p_NaMxzA4OBCUVuCQ47tQQ
ESXB,Community Bankers Trust Corporation.,4.93,$107.82M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esxb,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTJMQwGmGqfAi_8C7mDwlg0kfCOk0_YsWCyLgMiOwV8XfyMAXcCZjjE5Q
CCFI,Community Choice Financial Inc.,n/a,n/a,n/a,Others,n/a,http://www.nasdaq.com/symbol/ccfi,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQyqh-Q4GGP3OYO_FaGKC6EzjK_xe7TR9G3D04eLpjWc0bYF8euhBeO3g
CYHHZ,"Community Health Systems, Inc.",0.0065,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyhhz,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHWlHSOeSXZcsUsXHJ3yzaVWDcwy_jbRlNUyDc0WSQvq2MvSIDyAgF7HE
CTBI,"Community Trust Bancorp, Inc.",36.52,$641.05M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ctbi,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRjMmB-HE_Y9p6YdYagZgpsr1CTAiVqiruinMHGnk0E6gyH0bz52QJJlw
CWBC,Community West Bancshares,7,$57.09M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cwbc,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkWgbjV_cIWWkpXY8y6GA9Zwy2w353cox07HD7E4CijZI9aTRHxjE2NIQ
COB,CommunityOne Bancorp,13.37,$324.78M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cob,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQFmSnjq_Qir_QuhU3vn5YRoiV0VTcJkpGoUXuTLiVWyV4WrLxweVsgAg
CVLT,"CommVault Systems, Inc.",44.14,$1.99B,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcS_GwimmnxoclzaNX4XcDnexoX9VlkAtPJa5cVDT24XCmtW0gSjW2Rw-uQ
